rating	title	text	sentiment
10	10/10	My all time favourite..full stop..Nairobi will be missed..	1
1	Sucks 3 and 4 season	Should have stopped from 2nd season,No logic.	0
10	Awesome series	This is one of the most addictive season. Great characters and interesting story.	1
10	Must Watch	I think it is one of the best web series ever. All the characters were did their best for making this masterpiece. Must watch web series	1
4	Amateur Hiest show.	It's like Ekta Kapoor's Ocean's Eleven. Go watch something better if you're even planning on watching this dumb show.	0
1	Total misunderstood by the title	It's a drama Like me who are for some good thriller or heists things keep away from it	0
10	What a master plan	Story telling is one of best part of this series. The director of this series doing great. As an movie and series lover I must say, this series is really awesome. In every season enjoy a lot. Wait for next season of this series. The Professor just mind blowing. Even, every corrector is really too good. Just love it.	1
10	BRAVO	Brilliant idea, well made, good actors, you won't get sleep during these series, Thank you for such a good entertainment!! there always will be people who won't like masterpiece. Bravo!	1
10	Blowing mind!!	Woow!! Amazing movie I love all the detial of the story, Berlin, he is such an brilliant, charismatic, and intelligent I can't sleep waiting next season	1
9	A little badder than 3 but ...	It was good season they changed the pace of it characters got more aggresive towards hostages and hostages have almost no effect on the heist and we cant connect with them like season 1 n 2 and its not as hype and suprising as season 1 n 2 and character building is a bit weak on this season but overall its much better than season 3 and its not that bad to have a aggresive season	1
10	Just wonderful	No words to say...Highly recommended and superb.Climax at it's very best	1
10	Waata Series	I luv it. Waat a screen play and BGM.Each and every screen will make yu sit in the edge of the seat.	1
9	best	"I made an account for put my rate in this movie. I love how they make season one two, three, and four but honestly, season 4 is not as good as 3 seasons before. Overall, I love this series, much. You make us listen ""bella ciao"" from over the world :). Thank you for all the cast, crew, and everyone behind this series. Thanks to Netflix ofc.

#lovefrom Indonesia"	1
10	Money Heist = OUTSTANDING	"Just finished watching season 2. Yes, it may be a little late compared to many of you.

I have only one word to say ""Wow, what is this""? It's that good and full of thrills. Every character is so powerful, but Professor has taken this series to the next level. Hats off!

It's a Must Watch!"	1
4	Boring	The idea of the series is good, but the crew is made of amateurs. They have no guts and they are not even able to shoot someone.	0
9	Keeps you Interested	The logic explained and thrilling moments of the heist keeps you at the edge of your seat.	1
4	Money heist	Bank scene absolutely show cling how they treated people what was the writer and director thinking to make people so scared instead of just robbing the bank.	0
10	Salute! For masterfully heisting our precious time	"Brilliant, Masterpiece Fast, on the edge thrill & game of twists after twist, season 4 aced all the others. History in the making. People going to talk about for it many years. Haven't seen such series after Breaking Bad.

Salute to all the series makers for masterfully heisting our precious time"	1
10	The best show in 2020 so far	The best show specially I liked the reckless smiling and stable of Berlin.	1
10	Best show I Have ever seen. Much love to the team <3	This is the show you can't miss to see. Every second of this show is worth watching. This can be your best addiction. You won't regret watching it ever. Waiting for the next episode/season! Completed the 4th season too.	1
3	This heist should be wrapped up in one season	"Inane plot line, robbers falling in love with hostages and I was fuming when watching the last episode of season one that mint robbery would not end.

Who makes a show about a robbery that lasts three seasons? This is soap opera.

I can't believe I wasted 13 hours watching the first season. I liked it alright. But if you can't wrap up a robbery in one season don't make a series.

My recommendation, save your time and don't watch this endless PAP."	0
10	Outstanding	Money Heist Is on of the best web series i have ever seen.	1
8	Excepcional!	With nice artistic choices, a smart storie and charismatic characters, La Casa de Papel os one of the best things you will find in series! However, the show still have problems, especially in the second season and the end of first season: plot holes and conveniences, besides drama bad posicioneded make the show less then it could be; however this doesn't mean a terribly thing, just are mistakes that most public will barely notice. In the end this serie still one of the best and you really should watch this now!	1
10	Must match is best of all	Best TV serial so far I have seen game of thrones and many more it's gonna be legendary ! 😃	1
9	Masterpiece	Probably the only thing better than breaking bad, highly recommend watching	1
10	Awesome best genius mindblowing	Awesome direction awesome show. Not a single second is boring this deserves 10/10	1
10	best tv series yet on netflix so far but....	This is the best series i have watched on Netflix so far. all the drama, acting dialogues are written so well. just disappointed with on script where they habe to hire Pakistani hackers. seriously ??? Pakistan is not that good. there GDP is so poor. it could be any asian country like china japan korea etc. but why they have to take Pakistan name? so made at this.	1
10	Addicted and highly recommend	Started watching this last week and now I cannot stop! Full of drama, great story line and it's always intense before an episode end	1
9	A masterpice!	"I love it omen of the best shows right now on Netflix !

And give that man pedro alonso WHO plays Berlin a Emmy damm hes good"	1
9	Ignore the 1 star ratings	A lot of people say you must be braindead to like this series but i think you must be braindead not to feel anything watching this series. No, it's not perfect, has minor plot flaws, yes, some characters are acting idiotic sometimes but overall it's enjoyable. Anyways, watch it and make up your own mind, just don't listen to all the haters pretending to be professional critics whom i believe couldn't even write a two page essay.	1
10	The best !	Can't stop watching! Exciting and educational. Love the Spanish environment of the scene. Good to great.	1
10	Amazing!	Probably one of the best things I've ever watched! Clever, full of suspense & great acting! Superb! Can't wait for Season 3!!	1
10	The best serial ever!	This is the best serial ever made! I can not believe how man can insparation for something like this. Every second of serial is excitinig, interesting and strong. I do recomande this! My favourite så far!	1
10	The best series ever!!!	It's different and it's revolutionary. Bella Ciao!!	1
10	One of the best tv shows in the last 10 years	This tv show is intense, brilliant, well written. Must watch!	1
10	The best thing since prison break.....	Money heist is a must see, once you start you're hooked. This can't be missed.	1
1	9 star to 1 star	First two seasons deserve 9 stars and the next three seasons deserve 5 or 6 stars at best but giving 1 star because Netflix milking a hit series as long as it can almost 30 episodes for the second heist and still continues they added sooo much filler content its getting boring.	0
10	One of the amazing show ever i watched	This show is super crazy and it has every minute details in it and the characters are out of this world.	1
9	Good	I think this season was good. But ,the writers could have add more main story.as you can saw in this season,the flashback scene was more and the main scene was less. I hope the next part of this season will have a good ending,and also good story.	1
1	#BoyocottLaCasaDepPapel	FreePalestine. 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸	0
2	Season 5 biggest disappointment ever	I'm so angry and sad for this series, it could be one of the greatest of all time, and instead it became classic Spanish soap telenovela. First season was mind-blowing, second was also great, third became average, while forth and fifth were big disappointments. I'm sad that creators had more desire for money than to end it in proper way for fans. No new ideas, telling already told stories, action scenes persists only with gun machines and grenades, big logic mistakes. If I could, I would give a zero grade.	0
1	For Palestine✌	"For Palestine and because of the crimes of the Israeli occupying i am giving this bad rate.

Before supporting this criminals try to know what they did and still doing in Palestine 🇵🇸"	0
2	Just watch 1st and 2nd season.	It was my favourite show till season 5 came out. It didn't meet even a single expectation. Season 5 the worst season ever. They say breakup heart the most but it's actually seeing your favourite things getting destroyed infront of you and you couldn't do a single thing. They killed the show. Before this season i had given it 10/10 but now it's just disappointing.	0
10	10/10 hfyiojfryjmppjgttsetjhvfy	"10/10.

Hdkw9cjwjffjshwdhxhswjevyd

H.y i ruiikzkdkrkekeidficufuwjndjvcyei3ig9fi3jgkfiviwjvifuwivuvuskwpvphsau idhchzmxmvncjeruvyeo."	1
10	Nairobi FOR LIFE	Love the series, each character is special, relatable and driven in their own way, it's amazing. Ohh and Nairobi is a GODDESS.	1
1	Palestine	It will always be Palestine.however they try. God with Palestine they don't need anyone.	0
1	Waste of time	Season 1-2 very good season 3-5 is really really bad.	0
1	Overhyped nonsense!	"Season 1 is a good one time watch. Rest all seasons are overhyped with no sense in storyline.

Stay away from this unless you want to waste time."	0
2	Not recommended	It would be good if they had stopped after 2nd season The show's getting cringy every season.	0
4	...why	At the beginning the show was a 10/10 as more seasons came out it rapidly decreased to a 4/10 disappointed.	0
4	After two season catastrophic!!	"First and second seasson were great, but after is was really catastrophic!! The gun actions was unbelievable bad, it insults your intellect because the concept of this Series was on details.

The season 5 - ZERO points!!"	0
2	Netflix are you still watching?	Are you still watching ... Click no and switch the tv off .. Thank Me later.	0
10	Artist	Best série 4 ever hhhhh 4 Hollywood La casa del papel.	1
8	it is not perfect	I adore the first season of the show. The second one had some plot holes but was still really good and we should have stopped there. If you just started with the show dont watch parts 3 and 4 just stop on the second one and dont ruin the show for yourself.	1
8	Macarena	Hi how are u i dont wht shoud i write hetr exactly	1
8	Season 4 blahh	Watching season 1 and 2 have 10 stars . watching season 4 taking back my two stars . Season 4 was worthless too many mistake .guard got more role then main character ...	1
9	The rise , the fall	The first 2 seasons are some of the greatest seasons of tv history and they deserve to be watched and loved. But the latter 2 seasons are just a copy of the first 2 but in a bigger and badder way but bigger doesn't always mean better in this case the lack of some characters and things like palermo supporting the plan but then destroying it makes it silly and illogical.	1
10	Watch this before anything !	Bro I just fall in love with this series, man Damm this is the series, which kept all of us with their true emotions and feeling , watch this I recommend you all, have a nice day	1
4	A bunch of emotional characters.	It was fine and then not long after its not. Dumb, emotional, immature characters. It should have ended after the first heist.	0
9	Masterpiece	Very interesting story..loved it..full of action..and the story looks like real cause the way they fight themselves in heist.. sometimes they fail the police won but sometime they won..very good till season 2..season 3 and 4 is awkward weird..but still entertaining <3 And yes this a part of plan	1
9	Absolutely incredible!	Incredible! Extremely imaginative and original, as well as intelligently crafted and suspenseful. The characters are are also fantastic. Was a little weird that it's dubbed over because it's Spanish but you get use that pretty quickly! Super fun likeable characters with lots of twists and turns. Definitely recommend.	1
8	Amazing but...	The first two seasons had a proper buildup and was excellent to watch. 10/10 for the first two seasons. The next two seasons were good but had unnecessary extension of the story which I'm not a big fan of. Looking forward to season 5.	1
4	Too dragged	I am not sure at all whats all the hype about. It is too dragged and the direction is so boring, too much drama that doesn't even relate. I am so very confused of the ratings that it achieved on IMDB. the episodes should be of less that 30 mins and also not more than 8 in total. I have watched two seasons until now and now I am sure not wasting my time anymore.	0
9	One of the best	"This is one of best heist series I have ever seen. Be it Story, acting or direction, everything about this series top notch. ""The professor"" is the character like ""Heisenberg"" (Breakin bad) that knows solution to all the problems, character that you will never forget."	1
8	Netflix destroyed this series	For season 1 and 2 i'd like to rate 10/10 but season 3 and 4 was not that much impressive as expected 'd like to rate 7/10 though i liked the acting of professor Aka Alvaro morte and small cameos of Berlin aka Pedro alonso throughout.These characters never get you bored in the show.Overall would like to give 8 stars	1
8	Netflix destroyed this series	For me season 1,2 rating - 10/10 but part 3 and 4 was not that much impressive as expected would like rate 6/10 though I liked the acting of professor aka Alvaro morte and small cameos of Berlin aka Pedro Alonso.They never get you bored with their acting through out the series.	1
8	TOO LONG WE3B SERIES	WELL THE SERIES WAS GOOD TILL SEASON 2.AFTER THAT THE STORY LINE TOOK A TURN AND IT BORING.BUT I LOVED SEASON 2 AND SEASON 2, AFTER A LONG TIME GOT TO SEE SOMETHING NEW	1
9	Last Season is so clueless	Story for last season is really clueless. Expectations was quite high as the previous heist was so exciting!	1
8	It is a great series please don't be a greedy company	I don't know what to say my hopes where crashed after the showing of the last season i am sorry but it could end in season 4 and it will last as a great legend and maybe my grandsons in the future will watch it but aftr what you did in season 4 I am sure that you will lose a lot of fans if you do the same in the 5th season At last It was rated 10 by me after the 4th it goes down to 8	1
3	Overrated TV show	This TV show is overrated and the police is a huge glitch. They make police look stupid to show the audience that the other side smart. So much fake hype about this TV show.	0
10	Treat to my eyes!!!	I'm not a heist movie fan at all! But but but, I've to say that I binged watched it for 2 days! It so surprising, exciting, roller coaster ride kinda thing. I'm not a IMDb reviewer, but I had to create an account just to review this particular show.. It's absolutely a masterpiece. Must watch!!!!!!	1
9	Possibly, the best series on Netflix.	So far every episode has been great from start to finish. The acting , story, and script are impeccable and almost every Episode has some kind of twist or cliffhanger , forcing you to watch the next episode (or 10). If you're a fan of action or crime films, bank heist movies etc this is possibly one of the best ones you'll watch. Hands down. Even if it is dubbed/ subtitled	1
9	2 seasons	Very clever and interacting plot. But it should have finished in season 2. The third season is a replay of the same...	1
9	I was left astonished	"Honestly, I don't write many reviews or give many tv shows a high rating. This was hands down one of the best experiences and well thought out tv shoes I have watched in a very Long time. Besides a couple of episodes I was captivated all throughout seasons 1 and 2 the main heist. Loved the acting, loved everything.

I highly recommend you do not watch the English dub version, to get a real grip from the actors performances and tone and amazing scenes of emotion you need to watch this in its original Spanish with English subtitles"	1
9	Great heist show but I think they changed the dubbing actors	I loved this heist show, so much so that I'm watching it again with my sister. But I'm watching it again, I think some of the voiceovers have been changed. Weird if they really did. But still would recommend this to anyone.	1
10	I've seen lately it is so thrilling and ingenious plot	One of the best series I completed 3sessions in 3days this show is perfect	1
9	Plot crafting like no other	Simply put, this is one of the best crafted crime dramas I've ever seen. The characters and plot share equal importance across all three series and the timeline split, (whilst not exactly original), is perfectly crafted to create backstory as the real-time plot unfolds. Special mention also should go to the voice actors ... We watch this in the UK with English overdub and it's done so well that you actually stop noticing it... (And I say this as someone that gets annoyed when Netflix audio slips out of sync by a fraction!) Top class entertainment... We want more!	1
10	Very good serie	This is one of my favourite serie,and I recommend this for everyone.	1
8	Quite intersting...	It is bank robbery web series..really i was curious that how can make a web series for a bank robbery but as i was expected it is a linear screenplay eventhough it made me surprise first episode itself they went into bank for robbery...	1
10	One if the best tv shows ever	Everything on this show is fantastic waiting for the new season ASAP	1
9	One of the best shows on Netflix right now	Binged watched season 1 in 1 day and season 2 on 2nd . The story is gripping and the direction is superb . Watched in English but still the dubbing is good . Loved all the characters . Waiting for April now...	1
9	Gripping after the end of first season	Master piece and Gripping after the end of first season	1
9	Masterpiece	Am not here for review But to share my favt characters Professor is my favt character Berlin Second Favt Nd I hate yes i hate Tokyo She is ignorant, Annoying, Selfish Girl	1
10	Le casa de papel	The best tv show I have ever seen before cuz I felt with thim evry step .. the drama is professional and the action very legend I like it and I hope the will keep like this way	1
9	Think Ocean's 11 - but more comprehensive!	What a great ensemble. So many stories and character dynamics going on the writers somehow weave it seamlessly together and find the psychology and planning behind each heist so carefully thought out! Excellent show which I watched in Spanish AND English - such a re-watchable show! More More More!!!!	1
10	Love season 1	Might seem like a high review but let me explain, season one is amazing I was hooked from the beginning and binge watched it, the characters are phenomenal the plot is amazing but season two and three just arnt as good-they don't measure up. Season three was especially disappointing; like someone else mentioned, actors made stupid silly illogical decisions to allow the show to progress however this cheapens the fabric of the show-definitely recommend to watch non the less. bella ciao bella ciao bella ciao ciao	1
10	Best TV serie Ever !	After Prison Break, this is the Best Tv Serie which i have ever seen in my life ! Every minute you will be surprise ... and I found myself in love with Spanish ... 🇪🇸	1
10	Excellent	Excellent series ,Good Netflix flick.i have watched 2 to 3 times some good scenes,Tokyo entering back into heist......so on must watch series.	1
10	Best series ever	Don't see other review just buy netflix and watch it every episode has a great ending and it will make u curious what will be the nxt professor thinking is just above everyone thinking just go and watch	1
10	Top 10	This non Hollywood series should be in the top 10 tv shows..Non stop suspense,it will glue you to your seat throughout and wanting more..	1
10	Amazing!!!	The show is so thrilling and amazing. Full of drama and suspense with great cast and acting. Always recommended.	1
10	One and only one.	Slower start but Every character is unique and conveys a message. Must watch list. and top rated series. Finished all three seasons in 3 days and night and Already waiting for the 4th season now.....!!!!	1
9	Entertaining, gripping & fun	One of those few series which strikes the perfect balance of entertaining unexpected twists and turns with a ideological & methodical execution ! Love it	1
10	Dios mío, estoy boquiabierta, Que pedazo de obra maestra!	Criándome con pelis de Tarantino, James Cameron, Spielberg, viendo las mejores películas de la historia, series impresionantes, y me da alegría que después de haber visto tanto, todavía haya joyas que me sorprendan así, una locura, en el mejor de los sentidos, la serie más inteligente e impredecible que he visto, junto con The OA, excelente, sublime, una obra que fuma un cigarrillo debajo del agua, de lo mejor que he visto en cine/series. 10/10 y me quedo corto!	1
10	Absolutely stunning	I do not want to say much because every little detail from the episodes worth it. All I want to say is that La casa de papel is an amazing serie with excellent actors, writers and direction. Perfect! Amazing! I hope the next season is coming up soon.	1
10	The best series I've ever seen	Wonderful wonderful every word I have seen several series and films from around the world, America and many countries, but this is very wonderful and the actors were more than wonderful, including (berlin, profesor, tokyo, rio, denver, mosco, nairobi,.....) I wish you success and more success of greetings to you from Morocco	1
1	Pooooorr... I Don't get the hype	Do not waste your time in this series !! Reduntant and logicless in most parts with plotholes.	0
10	a great show	It's a great I don't expected I will watch a great series after prison break ,teen wolf and the vampire diaries it's one of the best series I have watched	1
10	Great Web Series	Excellent Web Series. Every scene is gripping. Great Story. Each and every episode has Suspense. Loved watching. Eagerly waiting for the Season 5.	1
10	Best series ever!	I actually watched the show as it was trending everywhere, but I didnot regret it. It is so damn exciting. I almost kept started stalking everyone's character on the social media. ;D And the proffeser (Alvaro Morte), hats off to him. He is the best actor I have seen till date. I almost started adapting his behaviour in my real life. Such a cute smile he hassssss. If you haven't watched the series now, I recommend you to watch, you won't regret it. I'm soooo eagerly waiting for season 5 <3	1
1	Poor story and poor acting	This is a total waste of time, and it doesnot even worth watching. Very bad writing and full of fillers, despite the good first seson but all that follows is uust rubbish and the ratings show that people didnot like the growth of the characters nor the heist storylines or dialogues. I really donot recommend it to anyone, it was a waste of time and money really.	0
3	Mediocre...	"Not as good as rating. Only ""Barlin"" is interesting. Others are boring. Prefessor and inspector has no chemistry between them. Police are too weak. Everybody is making unthinkable mistakes. Really!!!"	0
2	Amateurish and cringy	Looks good but it is not!!! Very bad script!!! If you have watched a lot of TV shows ang have high standaeds don't waste your time with this one. I cannot believe this show has higher rating than Prison Break and other much much better shows.	0
10	INCREDIBLE MINDBLOWING	This serie hooked me in the first second. I watched the second season on spanish and its reallly one of the best series i´ve watched	1
10	Original, thrilling and full of excitement	Masterpiece in every sense. Binge watched in 2 days. The show is full of ups and downs where you want the robbers to get away with it every time the police are close to catching them. The characters are all likable and getting to know each of them story and how their personality integrates in the heist is really interesting.	1
1	Chuti****ya ghatiya nonsense web series	"Lovede ka web series.

Chuti****ya ghatiya nonsense web series."	0
10	Love it	Best serial ever by Netflix. Can not wait for the fourth season.	1
10	Dare to review	Trust me if u are a true genius this show must for u unbelievable drama and dialogue.	1
10	The best series till date.	The best a series can get, be it the acting, direction, screenplay, dialogue writing, dialogue delivery anything it is the best, and clearly it is not one of the best, it is the best series, the gluing effect it has on you, the suspense and all those are just beyond anything. Do watch it.	1
10	PHENOMENAL	This is one of the best series I have ever seen in my 45 years of life. The plot, the acting, the action, the cinematography, the non-stop plot twists...I can't say enough about it. Netflix is kicking a$$ with this series as well as all of their other series from Spain.	1
10	Captivating, thrilling, what else do you need?	I won't mind admitting that this show successfully stick you to the screens of your devices. It's thrilling, every episode is bang on, hence perfect.	1
10	Americans are so jealous about a good European series	I am not saying anything bad but some people always have complaints when it doesn't belong from their country.	1
3	A festival of clichés	One of the worst Netflix productions, La Casa de Papel is a combination of lame Novelas with Steven Segal action, supported by basic cliffhangers and a remarkably good direction (my only reason for 3 stars) and cinematics (for continental Europe standards). It's a shame that this is praised as good Spanish entertainment, when Spain and Europe has so much better to offer.	0
4	HORRIBLY DONE	This is the worst production of special police forces I've ever seen. You have 50 trained officers, some are professional snipers, shooting at one criminal and none can shoot straight meanwhile the criminals throughout the entire production can shoot without shields and take down the SWAT team (sounds like they belong with the Star War's storm troopers). Yeah, that believable. No police protocol...that's another reality. Spanish police must be the dumbest cops on the entire planet. I paintball better than the police shoot.	0
1	Free Palestine	"Free Palestine from the river to the sea🇵🇸🇵🇸🇵🇸

So disappointed.may Allah destroy Israel soon."	0
1	Free Palestine	Free Palestine. Free Palestine Free Palestine Free Palestine.	0
1	#free_palestine	The crew are zionists. It us #Palestine and it will always be and stay #Palestine ... #free_palestine.	0
4	Good if you are 13 years old	"I really and truely do not get the brilliant reviews. You really have to suspend all logic, it may as well be sci-fi.

They lock themselves away for months planning this heist...and within the first hour they have manage to let a teenage girl get access to a phone and leave people unsupervised to run around the bank. Then going soft for captives.

Just ridiculous."	0
10	Best	Best webseries I've seen so far...still I've a hangover on this series...it's close to heart... Egarly Waiting for the next season..	1
10	This is best web series ever i watch in my life	Yes ! I love this series i And I would like to say that like and web series should be made.	1
10	Amazing series	Episodes are extremely amazing with good storyline. Worth watching this series.	1
1	Unethical and overhyped	Professor is just a hype and he is not at all.smart Just people who.are dumb felt him smart and the series really broke my ethics and I was alot angry! What about the people working hard to.earn and trying to make this world a better place.	0
10	Money Heaist	This is best web series I ever watched. I am felt love with the series suspence and action scene. Thanks for this good web series.	1
10	Professor fans from India	Professor = Spectacular and what a series. You all should go and watch this......Very very good series.	1
9	Good show , I don't understand the bad reviews	It's intriguing and it forces you to keep binge watching. Even though I skipped some scenes , it's not bad at all and worth the time. I don't get why it's getting terrible reviews.	1
10	This is fantastic tv show .	This is fantastic tv show . I'm still watching this. I love this.	1
10	Insane movie	I have never seen any movie like this This is next level of imagination. 😁👍	1
10	Masterpiece ... Best webseries i've ever seen in my life	MUST MUST MUST MUST WATCH IT!! HIGHLY RECOMMONDED...I have no words to express my love for this series... We need more this type of webseries ... All seasons are blockbuster in there way... This webseries deserve Oscar ... Ealgerly wating for Season 5 👀👀💋💋💘💘❤	1
9	One of the beat web series	I love this show, one of the best web series. I love all characters of Money Heist.	1
3	It is clear to everyone - this is a soap opera	This show has some interesting moments and could have used its potential. But no...the writters decided to make another splash of soap opera and unnecessary gay scenes. I often have to use fast-forward because it's hard to do with drama, cringe and too much irrationality. Here you can see the relationship between robbers and robbers, robbers and hostages and all other possible combinations which neither makes sense nor purpose. Just another soap opera that you can only watch if you turn off your brain. It is a pity that the potential was not used.	0
9	Great show!	I absolutely love 'La casa de Papel'! It's very addictive and exciting to wacht. The story amazes you every time, the writers are insane. And finally, the cast, all amazing actors.	1
9	LA CASA DE PAPEL IS NOT ABOUT A HEIST	The ones who think that this show is about a heist have completely missed the message. This show is not about the plan itself. Teh plan is just a way to highlight the character development and share messages and ideas. There are flaws, but that's near enough to consider this a poor show.	1
4	Overrated	No action, no mystery, some kind of crime with plot holes and lot off soap opera filler.	0
2	I'd only recommend it to kids (Completely Unrealistic)	"It started well in Season 1 but come Season 2 it became a cartoon. Way too many coincidences and ""luck"" it's unrealistic. Any adult would pick out how such occurrences would almost never happen. Only a kid would enjoy such far fetched drama. Movie takes us back to the early 2000's movie where the director/writer bends & twists the movie to fit his imagination devoid of reality. I couldn't finish it as it became too detached"	0
2	Bad season 4	Should have ended in season 2. Season 4 is a fiasco. They shoot at the security guard from all four sides, but they are not shot even in the hand or leg. And other fictional nonsense. Season 4 was the last season for me. I will not follow anymore	0
3	show of nonsense	Nothing makes sense even the idea of steal a bank very silly to make a tv show about it and the dialogue between the actors very bad and i hate it even the writers have no idea and they will make a new season full of nonsense	0
10	Clever	This is like the Spanish version of Breaking Bad. And its on steroids. This is a masterpiece. Should have ended with the end of 2nd season (Netflix edition), and even though the 3rd and 4th seasons are a bit dumber, but things get VERY intense.	1
1	What a stupid movie😂😂	Bunch of stupid childish loosers, mannnn it should me comedy movie for real hahaha don't waste your time unless you like seeing dramatic kids playing around hide and seek	0
1	Yuck	I dislike every single character. None are cut out to complete their mission. They all have weak minds and the whole thing is so unrealistic it's laughable. If they had made this to be set in an alternate reality where people are stupid and the government has no power MAYBE I could stand it.	0
1	Waste of time , Too stupid and overrated	Damn 1-2 seasons pretty good , don't say the best I have denn better one , it's more like soap opera not heist , but still okey BUT 3-4 seasons it's awful , just way to earn money from overhyped series You can watch first two season and stop . So many mistakes and too much drama I can't understand people who give 10/10 , that's maximum 6/10 no more . People ready to watch any sh**t and Netflix feed people with that kind of show	0
10	10 stars only for profesor	El profesor is love. This show is hit because of him	1
10	Excellent	Excellent acting,story everything !!! Specially professor😊 dont know why some haters spreading negativity about this series well who cares ...niceee 😊	1
1	This Series proves how stupid this generation is	I stopped watching after few episodes.. But I don't know why this young generation like this so much ? All I can say is We are going towards a darker future...	0
10	You fall in love with professor	"Every single minute you just scratch your head that how's this possible , but then professor play the role perfectly and trust me you love itt first 3 episode quite slow but the on 4 episode you just feel like complete the whole 4 season!!

Every character is so perfect you just love itt"	1
10	Most underrated	This series was the far best series I've ever seen. It carries lots of messages, the plot is excellent, yeah there are some mistakes, but these are just slight mistakes. It was exciting and it was a critic of our modern world. The actors and actresses are fantastic except for Tokyo, I didn't like her, but the rest of them are amazing. Every season was amazing.	1
10	The Best 😍	The Best 😍 The Best 😍 The Best 😍 The Best 😍 The Best 😍	1
10	Truly a Big Fan of the series	Amazing... 4 season was boom boom. Truly become a big fan of the series. Waiting for 5 season. Must watch.	1
10	An ironic robbery!! El Professor!!!!❤	Give this a damn chance and from the 1st episode this will keep you excited and trilled. Whatever happens each and evry episode brings a new twist in the story!!! And as always each season has meaningful and worthful endings. The main questions is - Why do we still on the robbers side? Well answer for that would take some pages because its hecking crazy. And 5th season is coming so lets hope for thw best. You can also watch this series with only 1st two seasons its still worth it.	1
10	Awesome	It was the best series that I have ever seen I really liked it Ao cool Amazing	1
10	Op🔥🔥	The best web series on internet today.Professor is the best.	1
10	10/10 for Professor & Tokyo acting	I loved all the seasons and impatiently waiting for season 5	1
3	Long overdue	Season 3 was bad but 4 is a total drag. Way too many inconsistencies. Season 4 has 8 episodes. That's at least 7 too many.	0
10	Season 1 and 2 is Masterpiece	Watch Season 1 and 2 ASAP. Bella Ciao Bella Ciao Bella Ciao Bella Ciao Emotions to Action Everything Perfect Berlin Character is Best And Proffessor Is Love Strong Acting Best Cast Ever For a Series	1
9	Amazingly Thriller TV show must watch	Amazingly stunning, full of fun, thrill n Twists.. I love the show very much.. feel connected with many Characters Professor n his Team Rocks! Eagerly waiting for 5th season of this incredible TV series.	1
9	Addictive and spectacular.	Money heist or la casa de papel is one of the best series on Netflix. The story is brilliant and the characters are real, interesting people. Every season is impeccable flowing nicely together. Don't let the language barrier stop you, sit down, strap in and prepare to be hooked.	1
10	This is a real treat 10/10	Absolutely loving this. It's exciting and intriguing with more twists and turns than you could shake a stick at. Production values are first class but most crucial for me in any good fiction, it's character led and there's a wee smattering of well timed comedy in there to lighten the load. Can't recommend it highly enough.	1
10	Good storyline	"I really enjoyed this drama because it keeps its story line throughout the entire series and keeps the character development too. This drama focuses on every person and and I really enjoy how the story develops, with a reasonable amount of tension and suspense to keep you hooked.

The characters are played really well by the actors and actresses because i really ended up hating Arturito haha.

Its a tense show so be ready XD"	1
10	4th Season is just amazing!	Great series and 4th season is above all the best!	1
10	Incredibly intriguing	This show is a non-stop roller coaster. I see a lot of negative reviews, however 'Money Heist' delivers time after time. The pacing is impeccable, each part of the story leading into another in a way that keeps you wanting more. The plot is thoroughly concise and is very satisfying to see unfold. As an English viewer; I find it utterly refreshing to see some great dramas from the continent. I found 'Money Heist' consistently addictive and always wanted more	1
10	Best TV series ever	Amazing acting. The TV series was made so well thought out. All of the actors were fantastic. Keeps you totally intrigued. Something else ! Loved it !	1
10	Best Non English Series ever 🙌	This is the best Non English webseries ever I've watched You'll fall for Professor's role for sure Nairobi is Love	1
9	Hat off, Pedro Alonso!	Berlin... oh what a character. What an amazing job from Pedro Alonso. His performance through all 4 seasons gave me goosebumps.	1
2	It was like rubbing show ever i saw .	The police is not doi Anything just sits there in a camp and the shooting was like there's a game going on not a best scene where you felt good .	0
10	Do in need to explain?	You won't regret seeing it. Your learn a lot from it.	1
3	Don't watch season 3 and 4	Netflix ruined it, it became stupid and stupid, season 1 and 2 were masterpiece, season 3 was fair, season 4 is garbage, it contains a lot of filler, I don't know why Berlin is still there, they could make this season with only one episode	0
10	Perfect, period!	The season 4 really changes the entire dynamics of the plot! There are so many surprises and the way things turn out till the end is delightful to watch. Waiting eagerly for Season 5!!! Bella Ciao!	1
10	Masterpiece	"This is my 2nd series which I've given 10 stars after ""Stranger Things"". You won't regret watching I promise."	1
10	The masterpiece	One of the best robbery i ever seen in my life.... Every character is fantastic..	1
10	Epic 😍😍	Actually this is my first rivew. And I'm man of few words, but I will say that this series is one of the best thing I have ever seen. I have seen so many series and I have habbit of judging them. But this series is so good that I want to watch it again and again and again..... So I prefer to watch it because you are gonna love it.	1
10	One of the best!	I really like this series!!! Every thing is perfect and breathtaking! Im looking forward for the next season.	1
